,Id,StrategyId,TradingObject,Freq
5900,ZZOI_DLp@192.168.1.53@42224,Cn.Com.U22.CPA@CnCom.Id107215.APB2,"ZZOI_DLp,ZZOI,DLp",0.002
5901,ZZOI_DLp@192.168.1.53@42337,Cn.Com.U22.CPA@CnCom.Id107215.APC2,"ZZOI_DLp,ZZOI,DLp",0.001
5902,ZZOI_DLpp@192.168.1.12@34181,Cn.Com.60B.CPA@CnCom.Id807042.R,"ZZOI_DLpp,ZZOI,DLpp",0.008
5903,ZZOI_DLy@192.168.1.11@39134,Cn.Com.U21.CPA@CnCom.Id107215.P_A,"ZZOI_DLy,ZZOI,DLy",0.002
5904,ZZOI_DLy@192.168.1.11@39531,Cn.Com.U21.CPA@CnCom.Id107215.T_A,"ZZOI_DLy,ZZOI,DLy",0.001
5905,ZZOI_DLy@192.168.1.14@25327,Cn.All.60B.PairX(MFA)@CnCom.Id807045.MFA_V6All_L1N,"ZZOI_DLy,ZZOI,DLy",0.133
5906,ZZOI_DLy@192.168.1.14@43226,Cn.Com.U22.CPA@CnCom.Id107215.ATB2,"ZZOI_DLy,ZZOI,DLy",0.001
5907,ZZOI_DLy@192.168.1.15@64457,Cn.All.60B.PairX(MFA)@Cn.Id807012.CnComV4L1,"ZZOI_DLy,ZZOI,DLy",0.219
5908,ZZOI_DLy@192.168.1.18@34019,Cn.All.60B.PairX(MFA)@CnCom.PairEx.MFA807025,"ZZOI_DLy,ZZOI,DLy",0.157
5909,ZZOI_DLy@192.168.1.33@33142,Cn.Com.U24.CPA@CnCom.Id107215.PV_A,"ZZOI_DLy,ZZOI,DLy",0.0
5910,ZZOI_DLy@192.168.1.53@20359,Cn.All.60B.PairX(MFA)@CnCom.Id807045.MFA_V6_All_L1,"ZZOI_DLy,ZZOI,DLy",0.138
5911,ZZOI_DLy@192.168.1.53@42122,Cn.Com.U22.CPA@CnCom.Id107215.APA2,"ZZOI_DLy,ZZOI,DLy",0.001
5912,ZZOI_DLy@192.168.1.53@42225,Cn.Com.U22.CPA@CnCom.Id107215.APB2,"ZZOI_DLy,ZZOI,DLy",0.003
5913,ZZOI_DLy@192.168.1.53@42338,Cn.Com.U22.CPA@CnCom.Id107215.APC2,"ZZOI_DLy,ZZOI,DLy",0.001
5914,ZZOI_DLy@192.168.1.61@31053,Cn.All.60B.PairX(MFA)@CnCom.Id807045.V6E0_All_L1,"ZZOI_DLy,ZZOI,DLy",0.125
5915,ZZOI_SQag@192.168.1.12@34182,Cn.Com.60B.CPA@CnCom.Id807042.R,"ZZOI_SQag,ZZOI,SQag",0.004
5916,ZZOI_SQau2@192.168.1.12@34183,Cn.Com.60B.CPA@CnCom.Id807042.R,"ZZOI_SQau2,ZZOI,SQau2",0.005
5917,ZZOI_SQni@192.168.1.12@34184,Cn.Com.60B.CPA@CnCom.Id807042.R,"ZZOI_SQni,ZZOI,SQni",0.01
5918,ZZOI_SQrb@192.168.1.12@34185,Cn.Com.60B.CPA@CnCom.Id807042.R,"ZZOI_SQrb,ZZOI,SQrb",0.007
5919,ZZOI_SQsn@192.168.1.12@34186,Cn.Com.60B.CPA@CnCom.Id807042.R,"ZZOI_SQsn,ZZOI,SQsn",0.007
5920,ZZOI_ZL@192.168.1.61@29107,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnCmeASL1N,"ZZOI_ZL,ZZOI,ZL",0.132
5921,ZZOI_ZL@192.168.1.61@29108,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnCmeASL1N,"ZZOI_ZL,ZZOI,ZL",0.084
5922,ZZOI_ZL@192.168.1.61@29109,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnCmeASL1N,"ZZOI_ZL,ZZOI,ZL",0.057
5923,ZZOI_ZL@192.168.1.61@33713,Cn.All.60B.PairX(MFA)@CnCom.Id807012.CnCmeA_V5L1,"ZZOI_ZL,ZZOI,ZL",0.111
5924,ZZOI_ZL@192.168.1.61@33714,Cn.All.60B.PairX(MFA)@CnCom.Id807012.CnCmeA_V5L1,"ZZOI_ZL,ZZOI,ZL",0.12
5925,ZZOI_ZL@192.168.1.61@33715,Cn.All.60B.PairX(MFA)@CnCom.Id807012.CnCmeA_V5L1,"ZZOI_ZL,ZZOI,ZL",0.102
5926,ZZOI_ZL@192.168.1.61@33813,Cn.All.60B.PairX(MFA)@CnCom.Id807012.CnCmeA_V5L1N,"ZZOI_ZL,ZZOI,ZL",0.128
5927,ZZOI_ZL@192.168.1.61@33814,Cn.All.60B.PairX(MFA)@CnCom.Id807012.CnCmeA_V5L1N,"ZZOI_ZL,ZZOI,ZL",0.129
5928,ZZOI_ZL@192.168.1.61@33815,Cn.All.60B.PairX(MFA)@CnCom.Id807012.CnCmeA_V5L1N,"ZZOI_ZL,ZZOI,ZL",0.118
5929,ZZOI_ZL@192.168.1.61@33909,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnCmeA_V5L1,"ZZOI_ZL,ZZOI,ZL",0.086
5930,ZZOI_ZL@192.168.1.61@33910,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnCmeA_V5L1,"ZZOI_ZL,ZZOI,ZL",0.106
5931,ZZOI_ZL@192.168.1.61@34009,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnCmeA_V5L1N,"ZZOI_ZL,ZZOI,ZL",0.091
5932,ZZOI_ZL@192.168.1.61@34010,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnCmeA_V5L1N,"ZZOI_ZL,ZZOI,ZL",0.11
5933,ZZOI_ZZCF@192.168.1.11@39135,Cn.Com.U21.CPA@CnCom.Id107215.P_A,"ZZOI_ZZCF,ZZOI,ZZCF",0.001
5934,ZZOI_ZZCF@192.168.1.11@39532,Cn.Com.U21.CPA@CnCom.Id107215.T_A,"ZZOI_ZZCF,ZZOI,ZZCF",0.001
5935,ZZOI_ZZCF@192.168.1.14@43427,Cn.Com.U22.CPA@CnCom.Id107215.ATD2,"ZZOI_ZZCF,ZZOI,ZZCF",0.002
5936,ZZOI_ZZCF@192.168.1.33@33143,Cn.Com.U24.CPA@CnCom.Id107215.PV_A,"ZZOI_ZZCF,ZZOI,ZZCF",0.0
5937,ZZOI_ZZCF@192.168.1.34@28618,Cn.All.60B.PairX(MFA)@CnCom.Id807045.MRS3V6_All_L1,"ZZOI_ZZCF,ZZOI,ZZCF",0.038
5938,ZZOI_ZZCF@192.168.1.53@42123,Cn.Com.U22.CPA@CnCom.Id107215.APA2,"ZZOI_ZZCF,ZZOI,ZZCF",0.001
5939,ZZOI_ZZRM@192.168.1.11@39136,Cn.Com.U21.CPA@CnCom.Id107215.P_A,"ZZOI_ZZRM,ZZOI,ZZRM",0.002
5940,ZZOI_ZZRM@192.168.1.12@26094,China.Commodities.Id107206.CA,"ZZOI_ZZRM,ZZOI,ZZRM",0.001
5941,ZZOI_ZZRM@192.168.1.12@33507,Cn.Com.60B.CPA@CnCom.Id107216.D_A,"ZZOI_ZZRM,ZZOI,ZZRM",0.001
5942,ZZOI_ZZRM@192.168.1.14@43428,Cn.Com.U22.CPA@CnCom.Id107215.ATD2,"ZZOI_ZZRM,ZZOI,ZZRM",0.003
5943,ZZOI_ZZRM@192.168.1.15@55612,China.CPA.Pf81,"ZZOI_ZZRM,ZZOI,ZZRM",0.005
5944,ZZOI_ZZRM@192.168.1.16@55020,Cn.Com.60B.CPA@CnCom.Id107218.A,"ZZOI_ZZRM,ZZOI,ZZRM",0.006
5945,ZZOI_ZZRM@192.168.1.17@25088,China.Commodities.Id107206.CB,"ZZOI_ZZRM,ZZOI,ZZRM",0.0
5946,ZZOI_ZZRM@192.168.1.17@26058,China.Commodities.Id107206.MA,"ZZOI_ZZRM,ZZOI,ZZRM",
5947,ZZOI_ZZRM@192.168.1.17@29082,China.Commodities.Id107206.PB,"ZZOI_ZZRM,ZZOI,ZZRM",0.001
5948,ZZOI_ZZRM@192.168.1.17@30072,China.Commodities.Id107206.PA,"ZZOI_ZZRM,ZZOI,ZZRM",
5949,ZZOI_ZZRM@192.168.1.17@32023,Cn.Com.U17.CPA@CnCom.Id107207.AgricultureD,"ZZOI_ZZRM,ZZOI,ZZRM",0.001
5950,ZZOI_ZZRM@192.168.1.17@51340,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_AP,"ZZOI_ZZRM,ZZOI,ZZRM",0.001
5951,ZZOI_ZZRM@192.168.1.17@55112,Cn.Com.U16.CPA@CnCom.Id107204.A,"ZZOI_ZZRM,ZZOI,ZZRM",0.002
5952,ZZOI_ZZRM@192.168.1.18@24079,China.Cpa.929_80,"ZZOI_ZZRM,ZZOI,ZZRM",0.005
5953,ZZOI_ZZRM@192.168.1.33@33144,Cn.Com.U24.CPA@CnCom.Id107215.PV_A,"ZZOI_ZZRM,ZZOI,ZZRM",0.0
5954,ZZOI_ZZRM@192.168.1.34@28619,Cn.All.60B.PairX(MFA)@CnCom.Id807045.MRS3V6_All_L1,"ZZOI_ZZRM,ZZOI,ZZRM",0.036
5955,ZZOI_ZZRM@192.168.1.51@27021,Cn.Com.60B.CPA@CnCom.Id107001.7929A,"ZZOI_ZZRM,ZZOI,ZZRM",0.005
5956,ZZOI_ZZRM@192.168.1.51@32120,Cn.Com.60B.CPA@CnCom.Id107219.A,"ZZOI_ZZRM,ZZOI,ZZRM",0.009
5957,ZZOI_ZZRM@192.168.1.53@31045,China.Commodities.Id107204,"ZZOI_ZZRM,ZZOI,ZZRM",0.004
5958,ZZOI_ZZRM@192.168.1.53@42124,Cn.Com.U22.CPA@CnCom.Id107215.APA2,"ZZOI_ZZRM,ZZOI,ZZRM",0.002
5959,ZZOI_ZZSM@192.168.1.12@34187,Cn.Com.60B.CPA@CnCom.Id807042.R,"ZZOI_ZZSM,ZZOI,ZZSM",0.007
5960,ZZOI_ZZSR@192.168.1.11@39137,Cn.Com.U21.CPA@CnCom.Id107215.P_A,"ZZOI_ZZSR,ZZOI,ZZSR",0.001
5961,ZZOI_ZZSR@192.168.1.11@39533,Cn.Com.U21.CPA@CnCom.Id107215.T_A,"ZZOI_ZZSR,ZZOI,ZZSR",0.001
5962,ZZOI_ZZSR@192.168.1.14@43123,Cn.Com.U22.CPA@CnCom.Id107215.ATA2,"ZZOI_ZZSR,ZZOI,ZZSR",0.001
5963,ZZOI_ZZSR@192.168.1.14@43227,Cn.Com.U22.CPA@CnCom.Id107215.ATB2,"ZZOI_ZZSR,ZZOI,ZZSR",0.001
5964,ZZOI_ZZSR@192.168.1.15@20220,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnE2AllL1N,"ZZOI_ZZSR,ZZOI,ZZSR",0.083
5965,ZZOI_ZZSR@192.168.1.15@61108,Cn.Com.60B.CPA@CnCom.Id807041.A,"ZZOI_ZZSR,ZZOI,ZZSR",0.01
5966,ZZOI_ZZSR@192.168.1.15@64458,Cn.All.60B.PairX(MFA)@Cn.Id807012.CnComV4L1,"ZZOI_ZZSR,ZZOI,ZZSR",0.211
5967,ZZOI_ZZSR@192.168.1.33@33145,Cn.Com.U24.CPA@CnCom.Id107215.PV_A,"ZZOI_ZZSR,ZZOI,ZZSR",0.0
5968,ZZOI_ZZSR@192.168.1.34@28620,Cn.All.60B.PairX(MFA)@CnCom.Id807045.MRS3V6_All_L1,"ZZOI_ZZSR,ZZOI,ZZSR",0.037
5969,ZZOI_ZZSR@192.168.1.53@42125,Cn.Com.U22.CPA@CnCom.Id107215.APA2,"ZZOI_ZZSR,ZZOI,ZZSR",0.001
5970,ZZOI_ZZSR@192.168.1.53@42226,Cn.Com.U22.CPA@CnCom.Id107215.APB2,"ZZOI_ZZSR,ZZOI,ZZSR",0.001
5971,ZZOI_ZZSR@192.168.1.61@31054,Cn.All.60B.PairX(MFA)@CnCom.Id807045.V6E0_All_L1,"ZZOI_ZZSR,ZZOI,ZZSR",0.118
5972,ZZRM@192.168.1.11@31106,Cn.Com.U16.Pattern@CnCom.Id007123.A,ZZRM,0.005
5973,ZZRM@192.168.1.11@32106,Cn.Com.U16.Pattern@CnCom.Id007123.M_A,ZZRM,0.003
5974,ZZRM@192.168.1.12@29017,Cn.Com.Tick.Pattern@CnCom.Id507110.050KM1,ZZRM,0.052
5975,ZZRM@192.168.1.12@32013,Cn.Com.Tick.Pattern@CnCom.Id507125.1MPoint1,ZZRM,0.082
5976,ZZRM@192.168.1.15@59103,Cn.Com.U16.Pattern@CnCom.Id007124.A,ZZRM,0.005
5977,ZZRM@192.168.1.16@33517,Cn.Com.60B.Pattern@CnCom.Id007969.Intra1,ZZRM,0.079
5978,ZZRM@192.168.1.16@33622,Cn.Com.60B.Pattern@CnCom.Id007969.Intra2,ZZRM,0.071
5979,ZZRM@192.168.1.17@39024,Cn.All.60.PairX(CalArb)@CnFutures.Id807035.CalArb,ZZRM,0.014
5980,ZZRM@192.168.1.18@53126,Cn.Com.60B.Pattern@CnCom.Id007970.Intra,ZZRM,0.052
5981,ZZRM@192.168.1.31@31022,CnCom.Id002031.A,ZZRM,0.004
5982,ZZRM@192.168.1.31@32030,CnCom.Id002031.M,ZZRM,0.006
5983,ZZRM@192.168.1.32@24103,Cn.Com.U16.Pattern@CnCom.Id007104.D_A,ZZRM,0.003
5984,ZZRM@192.168.1.34@25107,Cn.Com.U16.Pattern@CnCom.Id007112.M_A,ZZRM,0.003
5985,ZZRM@192.168.1.52@51220,Cn.Com.60B.Pattern@CnCom.Id007929.T2NS0Intra,ZZRM,0.101
5986,ZZRM@192.168.1.52@51415,Cn.Com.60B.Pattern@CnCom.Id007929.T2NS0Inter,ZZRM,0.014
5987,ZZRM@192.168.1.61@24021,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArbAll2,ZZRM,0.025
5988,ZZRM@192.168.1.61@24022,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArbAll2,ZZRM,0.014
5989,ZZRM_DLa@192.168.1.11@39534,Cn.Com.U21.CPA@CnCom.Id107215.T_A,"ZZRM_DLa,ZZRM,DLa",0.003
5990,ZZRM_DLa@192.168.1.14@43228,Cn.Com.U22.CPA@CnCom.Id107215.ATB2,"ZZRM_DLa,ZZRM,DLa",0.002
5991,ZZRM_DLa@192.168.1.16@46019,Cn.Com.60B.CPA@CnCom.Id107001.7947A,"ZZRM_DLa,ZZRM,DLa",0.001
5992,ZZRM_DLa@192.168.1.17@51133,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_AC,"ZZRM_DLa,ZZRM,DLa",0.001
5993,ZZRM_DLa@192.168.1.33@33146,Cn.Com.U24.CPA@CnCom.Id107215.PV_A,"ZZRM_DLa,ZZRM,DLa",0.0
5994,ZZRM_DLa@192.168.1.53@42126,Cn.Com.U22.CPA@CnCom.Id107215.APA2,"ZZRM_DLa,ZZRM,DLa",0.002
5995,ZZRM_DLa@192.168.1.53@42227,Cn.Com.U22.CPA@CnCom.Id107215.APB2,"ZZRM_DLa,ZZRM,DLa",0.002
5996,ZZRM_DLc@192.168.1.11@39138,Cn.Com.U21.CPA@CnCom.Id107215.P_A,"ZZRM_DLc,ZZRM,DLc",0.002
5997,ZZRM_DLc@192.168.1.16@46020,Cn.Com.60B.CPA@CnCom.Id107001.7947A,"ZZRM_DLc,ZZRM,DLc",0.001
5998,ZZRM_DLc@192.168.1.53@42127,Cn.Com.U22.CPA@CnCom.Id107215.APA2,"ZZRM_DLc,ZZRM,DLc",0.001
5999,ZZRM_DLc@192.168.1.53@42228,Cn.Com.U22.CPA@CnCom.Id107215.APB2,"ZZRM_DLc,ZZRM,DLc",0.002
6000,ZZRM_DLcs@192.168.1.17@51231,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_AM,"ZZRM_DLcs,ZZRM,DLcs",0.0
6001,ZZRM_DLcs@192.168.1.17@51341,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_AP,"ZZRM_DLcs,ZZRM,DLcs",0.001
6002,ZZRM_DLcs@192.168.1.33@33147,Cn.Com.U24.CPA@CnCom.Id107215.PV_A,"ZZRM_DLcs,ZZRM,DLcs",0.0
6003,ZZRM_DLcs@192.168.1.51@16128,Cn.Com.U25.CPA@CnCom.Id107220.PMC_A,"ZZRM_DLcs,ZZRM,DLcs",0.0
6004,ZZRM_DLi@192.168.1.16@51013,Cn.Com.60B.CPA@CnCom.Id107001.7947AB,"ZZRM_DLi,ZZRM,DLi",0.0
6005,ZZRM_DLj@192.168.1.16@51014,Cn.Com.60B.CPA@CnCom.Id107001.7947AB,"ZZRM_DLj,ZZRM,DLj",0.0
6006,ZZRM_DLjd@192.168.1.11@39535,Cn.Com.U21.CPA@CnCom.Id107215.T_A,"ZZRM_DLjd,ZZRM,DLjd",0.002
6007,ZZRM_DLjd@192.168.1.16@46021,Cn.Com.60B.CPA@CnCom.Id107001.7947A,"ZZRM_DLjd,ZZRM,DLjd",0.001
6008,ZZRM_DLjd@192.168.1.17@51134,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_AC,"ZZRM_DLjd,ZZRM,DLjd",0.0
6009,ZZRM_DLjd@192.168.1.17@51232,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_AM,"ZZRM_DLjd,ZZRM,DLjd",0.001
6010,ZZRM_DLjd@192.168.1.53@42229,Cn.Com.U22.CPA@CnCom.Id107215.APB2,"ZZRM_DLjd,ZZRM,DLjd",0.002
6011,ZZRM_DLjd@192.168.1.61@31055,Cn.All.60B.PairX(MFA)@CnCom.Id807045.V6E0_All_L1,"ZZRM_DLjd,ZZRM,DLjd",0.28
6012,ZZRM_DLjm@192.168.1.16@51015,Cn.Com.60B.CPA@CnCom.Id107001.7947AB,"ZZRM_DLjm,ZZRM,DLjm",0.001
6013,ZZRM_DLm@192.168.1.18@34020,Cn.All.60B.PairX(MFA)@CnCom.PairEx.MFA807025,"ZZRM_DLm,ZZRM,DLm",0.167
6014,ZZRM_DLp@192.168.1.11@39139,Cn.Com.U21.CPA@CnCom.Id107215.P_A,"ZZRM_DLp,ZZRM,DLp",0.001
6015,ZZRM_DLp@192.168.1.11@39536,Cn.Com.U21.CPA@CnCom.Id107215.T_A,"ZZRM_DLp,ZZRM,DLp",0.002
6016,ZZRM_DLp@192.168.1.14@43124,Cn.Com.U22.CPA@CnCom.Id107215.ATA2,"ZZRM_DLp,ZZRM,DLp",0.002
6017,ZZRM_DLp@192.168.1.14@43329,Cn.Com.U22.CPA@CnCom.Id107215.ATC2,"ZZRM_DLp,ZZRM,DLp",0.001
6018,ZZRM_DLp@192.168.1.16@46022,Cn.Com.60B.CPA@CnCom.Id107001.7947A,"ZZRM_DLp,ZZRM,DLp",0.0
6019,ZZRM_DLp@192.168.1.17@51135,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_AC,"ZZRM_DLp,ZZRM,DLp",0.0
6020,ZZRM_DLp@192.168.1.32@21109,Cn.Com.60B.CPA@CnCom.Id807040.A,"ZZRM_DLp,ZZRM,DLp",0.006
6021,ZZRM_DLp@192.168.1.53@21122,Cn.All.60B.PairX(MFA)@CnCom.Id807038.Adv_All_V6,"ZZRM_DLp,ZZRM,DLp",0.06
6022,ZZRM_DLp@192.168.1.53@42128,Cn.Com.U22.CPA@CnCom.Id107215.APA2,"ZZRM_DLp,ZZRM,DLp",0.001
6023,ZZRM_DLp@192.168.1.53@42230,Cn.Com.U22.CPA@CnCom.Id107215.APB2,"ZZRM_DLp,ZZRM,DLp",0.002
6024,ZZRM_DLpp@192.168.1.12@34188,Cn.Com.60B.CPA@CnCom.Id807042.R,"ZZRM_DLpp,ZZRM,DLpp",0.02
6025,ZZRM_DLv@192.168.1.12@34189,Cn.Com.60B.CPA@CnCom.Id807042.R,"ZZRM_DLv,ZZRM,DLv",0.011
6026,ZZRM_DLv@192.168.1.16@52022,Cn.Com.60B.CPA@CnCom.Id107001.7947AC,"ZZRM_DLv,ZZRM,DLv",0.001
6027,ZZRM_DLy@192.168.1.11@39537,Cn.Com.U21.CPA@CnCom.Id107215.T_A,"ZZRM_DLy,ZZRM,DLy",0.002
6028,ZZRM_DLy@192.168.1.14@43125,Cn.Com.U22.CPA@CnCom.Id107215.ATA2,"ZZRM_DLy,ZZRM,DLy",0.002
6029,ZZRM_DLy@192.168.1.14@43229,Cn.Com.U22.CPA@CnCom.Id107215.ATB2,"ZZRM_DLy,ZZRM,DLy",0.002
6030,ZZRM_DLy@192.168.1.16@46023,Cn.Com.60B.CPA@CnCom.Id107001.7947A,"ZZRM_DLy,ZZRM,DLy",0.001
6031,ZZRM_DLy@192.168.1.17@51136,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_AC,"ZZRM_DLy,ZZRM,DLy",0.0
6032,ZZRM_DLy@192.168.1.17@51233,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_AM,"ZZRM_DLy,ZZRM,DLy",0.001
6033,ZZRM_DLy@192.168.1.17@51342,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_AP,"ZZRM_DLy,ZZRM,DLy",0.001
6034,ZZRM_DLy@192.168.1.53@42129,Cn.Com.U22.CPA@CnCom.Id107215.APA2,"ZZRM_DLy,ZZRM,DLy",0.002
6035,ZZRM_DLy@192.168.1.53@42231,Cn.Com.U22.CPA@CnCom.Id107215.APB2,"ZZRM_DLy,ZZRM,DLy",0.002
6036,ZZRM_SQag@192.168.1.16@53013,Cn.Com.60B.CPA@CnCom.Id107001.7947AM,"ZZRM_SQag,ZZRM,SQag",0.0
6037,ZZRM_SQal@192.168.1.16@53014,Cn.Com.60B.CPA@CnCom.Id107001.7947AM,"ZZRM_SQal,ZZRM,SQal",0.001
6038,ZZRM_SQau2@192.168.1.16@53015,Cn.Com.60B.CPA@CnCom.Id107001.7947AM,"ZZRM_SQau2,ZZRM,SQau2",0.001
6039,ZZRM_SQbu@192.168.1.16@52023,Cn.Com.60B.CPA@CnCom.Id107001.7947AC,"ZZRM_SQbu,ZZRM,SQbu",0.001
6040,ZZRM_SQcu@192.168.1.16@53016,Cn.Com.60B.CPA@CnCom.Id107001.7947AM,"ZZRM_SQcu,ZZRM,SQcu",0.0
6041,ZZRM_SQhc@192.168.1.12@34190,Cn.Com.60B.CPA@CnCom.Id807042.R,"ZZRM_SQhc,ZZRM,SQhc",0.015
6042,ZZRM_SQpb@192.168.1.16@53017,Cn.Com.60B.CPA@CnCom.Id107001.7947AM,"ZZRM_SQpb,ZZRM,SQpb",0.001
6043,ZZRM_SQrb@192.168.1.16@51016,Cn.Com.60B.CPA@CnCom.Id107001.7947AB,"ZZRM_SQrb,ZZRM,SQrb",0.001
6044,ZZRM_SQrb@192.168.1.16@53018,Cn.Com.60B.CPA@CnCom.Id107001.7947AM,"ZZRM_SQrb,ZZRM,SQrb",0.001
6045,ZZRM_SQru@192.168.1.16@52024,Cn.Com.60B.CPA@CnCom.Id107001.7947AC,"ZZRM_SQru,ZZRM,SQru",0.0
6046,ZZRM_ZM@192.168.1.61@33716,Cn.All.60B.PairX(MFA)@CnCom.Id807012.CnCmeA_V5L1,"ZZRM_ZM,ZZRM,ZM",0.253
6047,ZZRM_ZM@192.168.1.61@33717,Cn.All.60B.PairX(MFA)@CnCom.Id807012.CnCmeA_V5L1,"ZZRM_ZM,ZZRM,ZM",0.254
6048,ZZRM_ZM@192.168.1.61@33718,Cn.All.60B.PairX(MFA)@CnCom.Id807012.CnCmeA_V5L1,"ZZRM_ZM,ZZRM,ZM",0.213
6049,ZZRM_ZM@192.168.1.61@33816,Cn.All.60B.PairX(MFA)@CnCom.Id807012.CnCmeA_V5L1N,"ZZRM_ZM,ZZRM,ZM",0.244
6050,ZZRM_ZM@192.168.1.61@33817,Cn.All.60B.PairX(MFA)@CnCom.Id807012.CnCmeA_V5L1N,"ZZRM_ZM,ZZRM,ZM",0.305
6051,ZZRM_ZM@192.168.1.61@33818,Cn.All.60B.PairX(MFA)@CnCom.Id807012.CnCmeA_V5L1N,"ZZRM_ZM,ZZRM,ZM",0.297
6052,ZZRM_ZM@192.168.1.61@33911,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnCmeA_V5L1,"ZZRM_ZM,ZZRM,ZM",0.19
6053,ZZRM_ZM@192.168.1.61@33912,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnCmeA_V5L1,"ZZRM_ZM,ZZRM,ZM",0.216
6054,ZZRM_ZM@192.168.1.61@34011,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnCmeA_V5L1N,"ZZRM_ZM,ZZRM,ZM",0.225
6055,ZZRM_ZM@192.168.1.61@34012,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnCmeA_V5L1N,"ZZRM_ZM,ZZRM,ZM",0.276
6056,ZZRM_ZZCF@192.168.1.11@39538,Cn.Com.U21.CPA@CnCom.Id107215.T_A,"ZZRM_ZZCF,ZZRM,ZZCF",0.001
6057,ZZRM_ZZCF@192.168.1.14@43230,Cn.Com.U22.CPA@CnCom.Id107215.ATB2,"ZZRM_ZZCF,ZZRM,ZZCF",0.002
6058,ZZRM_ZZCF@192.168.1.53@42232,Cn.Com.U22.CPA@CnCom.Id107215.APB2,"ZZRM_ZZCF,ZZRM,ZZCF",0.001
6059,ZZRM_ZZMA@192.168.1.16@52025,Cn.Com.60B.CPA@CnCom.Id107001.7947AC,"ZZRM_ZZMA,ZZRM,ZZMA",0.0
6060,ZZRM_ZZOI@192.168.1.11@39539,Cn.Com.U21.CPA@CnCom.Id107215.T_A,"ZZRM_ZZOI,ZZRM,ZZOI",0.002
6061,ZZRM_ZZOI@192.168.1.14@43126,Cn.Com.U22.CPA@CnCom.Id107215.ATA2,"ZZRM_ZZOI,ZZRM,ZZOI",0.002
6062,ZZRM_ZZOI@192.168.1.14@43231,Cn.Com.U22.CPA@CnCom.Id107215.ATB2,"ZZRM_ZZOI,ZZRM,ZZOI",0.002
6063,ZZRM_ZZOI@192.168.1.14@43330,Cn.Com.U22.CPA@CnCom.Id107215.ATC2,"ZZRM_ZZOI,ZZRM,ZZOI",0.001
6064,ZZRM_ZZOI@192.168.1.16@46024,Cn.Com.60B.CPA@CnCom.Id107001.7947A,"ZZRM_ZZOI,ZZRM,ZZOI",0.001
6065,ZZRM_ZZOI@192.168.1.17@51137,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_AC,"ZZRM_ZZOI,ZZRM,ZZOI",0.0
6066,ZZRM_ZZOI@192.168.1.17@51343,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_AP,"ZZRM_ZZOI,ZZRM,ZZOI",0.001
6067,ZZRM_ZZOI@192.168.1.53@42130,Cn.Com.U22.CPA@CnCom.Id107215.APA2,"ZZRM_ZZOI,ZZRM,ZZOI",0.002
6068,ZZRM_ZZOI@192.168.1.53@42233,Cn.Com.U22.CPA@CnCom.Id107215.APB2,"ZZRM_ZZOI,ZZRM,ZZOI",0.001
6069,ZZRM_ZZSM@192.168.1.12@34191,Cn.Com.60B.CPA@CnCom.Id807042.R,"ZZRM_ZZSM,ZZRM,ZZSM",0.019
6070,ZZRM_ZZSR@192.168.1.11@39140,Cn.Com.U21.CPA@CnCom.Id107215.P_A,"ZZRM_ZZSR,ZZRM,ZZSR",0.002
6071,ZZRM_ZZSR@192.168.1.11@39540,Cn.Com.U21.CPA@CnCom.Id107215.T_A,"ZZRM_ZZSR,ZZRM,ZZSR",0.002
6072,ZZRM_ZZSR@192.168.1.14@43127,Cn.Com.U22.CPA@CnCom.Id107215.ATA2,"ZZRM_ZZSR,ZZRM,ZZSR",0.002
6073,ZZRM_ZZSR@192.168.1.14@43232,Cn.Com.U22.CPA@CnCom.Id107215.ATB2,"ZZRM_ZZSR,ZZRM,ZZSR",0.002
6074,ZZRM_ZZSR@192.168.1.14@43331,Cn.Com.U22.CPA@CnCom.Id107215.ATC2,"ZZRM_ZZSR,ZZRM,ZZSR",0.001
